index,rating,reviewText,summary
45,3,"What you see is what you get. A XXX hot Laura Leigh book that will make you pant. If you are someone who is doing the rah rah for women's lib or any other political vent bent issue yelling syndrome, this is not the book for you, but if you are looking to get fired up by yourself or with your significant other for a hot between the sheets session, this will definitely help your agenda. Just remember this is not Jane Austin material and strictly for those over 18 or 21 depending on the state or country you live in.","Surrender ( Bound Hearts, Book One )"
46,5,"Can't imagine any Kindle owner not signing on for this freebie info source.  You get light, fast news items, quickie feature pieces, meaty author interviews, and goofy pictures of lava lamps and trendy adult beverages.  Fun stuff all.  Even the rhapsodic essays about failed, discontinued automobiles like the Gremlin and the Pacer (inexplicably, a regular feature) are growing on me.Even if you bought your Kindle just to read e-books and not get news and features (not me... I like everything the Kindle offers), sign up for this free blog generously offered by the Amazon powers-that-be.  At the very least, you'll enjoy the many book suggestions ""Amazon Daily"" will send your way.Note: Amazon frequently updates the presentation and functionality of Kindle blogs and periodicals, so as this review gets older, it may no longer accurately describe the current version of this product.","Useful, fun, and free... what's not to like?"
47,5,"What a heartwarming story of Zsadist's continuing journey to reconcile the horrors of his past with the realities of his current life. His daughter Nalla's birth triggered these bad memories, obstructing his ability to form a relationship with her. The path he takes to transform his relationship is poignant and lovely. This is a short but delightful interlude with one of my favorite members of the Brotherhood.",Z-lovely!
48,5,Loved all the characters in each book cant wait for the next book in this series!!! truly a hot steamy page turner,Sexy!!
49,2,"When I say this was hard to read, I mean that I had to push myself to finish reading the book.  It did pick up as it went on, but the beginning was dragging.  I figured that as long as I paid for the book I was going to finish reading it.  If I try to read another one of his books, I will get it from the library for free.",Hard to read
50,2,"This book is about a community of witches(or persons with magic powers) who begin to lose select members to a murderer. It's a decent plot, the characters are likeable, and the steamy scenes are hot enough, but it becomes way to simplistic in the end. It turns into a bad Scooby-Doo episode were the murderer steps forward and explains all there reasons and then is just taken away....umm yawn boring. There are some confusing paragraphs off and on where you don't know who is talking and who they are referring too otherwise the author can put together a decent sentence. It's mediocre I would be willing to try another book from this author but don't expect a lot. It was a fast read a couple of hours at most.",Quick Read
51,3,"Chloe's sister Zoe had twisted her ankle and was unable to meet an important client. She managed to persuade Chloe to cover for her, the only problem is Zoe's not the investment banker she's led people to believe, she's a dominatrix. And now Chloe finds her self dressed in a barely there leather outfit wondering what to do with the man standing in front of her.A very short and hot read, although the characters and plot would have been better with more detail and background.Also reviewed for affaire de coeur",Good
52,5,"As an avid reader of Sci Fi and Christian authored books, I highly recomend this book and anything else by Mr Somers.  No namby pamby is James Somers!  He appears to understand the realities of life on this plane of Life.  This book is entertaining, provocative and makes the reader want to jump to his or her feet to cheer the heros and boo the bad guys!  Can hardly wait to read the sequels.  May we see many more works from the pen of James Somers.",Realm Shift
53,5,"Griffin is a man on flight. His family wants him dead and he has no one and no where to go. He is young and smart but in an post apocaliptic world he is alone. And one night, in an alley, he is shot dead. Or he thinks so. But then Jarrah arrives to help him.Jarrah is a vampire. A former doctor he cherishes the human life above all. And he hates himself to be a vampire. And like Griffin, he is alone.Griffin is immediately drawn by the vampire, better by the man, although it is the first time he feels sexual desire for a man. But it is not a gay thing, it is the need of a lonely soul to share its feeling. And doesn't matter if this soul is of a man. Love is above the gender.A very beautiful novel, very intimate and close: for the most part shared between the two characters, it has also very well written sex scenes.",Souls Deep by M.L. Rhodes
54,2,"I think it was Stephen King who once commented that his short stories (or novellas) were books that just never took enough shape and form to become a book. He tried to tease out more out of the story but there was just nothing more to pull out of the story.""The Babysitter's Code"" is not that. There is plenty more to add to this story. It just builds up to the point where the reader is getting in to the story and then it just.............................ends.Why?Don't know.Frustrating?Very.",Such a promising start and then it just..................ends......abrubtly
55,1,I thought the work was boring and a bit repetitive.  I also had no connection to the characters and got bored half way through.,Boring Story
56,4,Pretty nice little set of chargers for a good price.  I like to have an extra charger for my devices and this fits the bill nicely.,Handy set of chargers to have
57,2,I did not like this book very much. I am not really into a bunch of short stories all in one book.,Perfect Crime
58,2,"This is the first Star Wars novel I've read since the wonderfully adapted novelization of Revenge of the Sith by Matthew Stover. Sadly, Lost Tribe of the Sith: Precipice does not inspire me to continue reading expanded universe novels. While many readers find fault with the brief length of this novel, I found it to be the book's only saving grace (other than its price). Surprisingly, the characters in this novel are quite lackluster and are a far cry from the variety of Sith Lords we're accustomed to. Whereas the Sith Lords of the Star Wars films and previous EU books tend to be frightening figures, the 'humanized' Sith Lords in ""Precipice"" are poor ambassadors of the Dark Side of the Force.Perhaps this series will improve with successive books. But Precipice fails to deliver the kind of intriguing space opera that I love about Star Wars. Fortunately, Fate of the Jedi: Omen of which Precipice is only a prequel, appears to be a far more interesting read. As much as it pains me to say it, I would have a very difficult time recommending this book to anyone except the most die-hard Star Wars fan. Maybe John Jackson Miller will deliver the goods on the next go.",Not quite what I had expected.
59,4,"After reading Mr. Simon's first book (For Sale in Palm Springs"" I read ""Springtime in Sonora.""  I was definitely liking Henry Wright and the other characters more and more.  I was glad to see that Mr. Wright was continuing to move on in his life.  Even though there was just as much minutia in this story, the writing seemed a bit more interesting than the first book.  I would recommend trying Albert Simon's mysteries.",Second Story
60,2,"So much of this is so dated, it's not worth reading. I read a bit of it when I was much younger (not yet a teenager), and there may be a good reason it is largely ignored.History is good, but often it's only historians of a literature who care.",Dated
61,5,"As expected from the Mossy Creek ensemble, this anthology provides an entertaining insightful look at the south.  The fifteen tales are well written with each focusing on relationships made better by sharing sweet tea (no artificial ingredients allowed).  As this reviewer read two to three tales a night, the charming stories reminded me of the trial scene in My Cousin Vinnie in which Pesci as the defense lawyer describes how to cook grits as he actually uses that as a metaphor on life.  That is what the MORE SWEAT TEA and SWEET TEA gifts the audience.  Fans will find the anthology quite endearing and groundbreaking as these belles of the south now include a male contributor this time, (Mike Roberts) amidst the iron maidens with hearts who have provided strong regional short stories with a variety of regional recipes such as Aunt Sophie's Pennies from Heaven or Bubba's Chili that go well with MORE SWEET TEA.Harriet Klausner",entertaining insightful look at the south
62,4,"Drew finds out from his girlfriend's reading material that she has m&eacute;nage fantasies and decides to make it a reality for their one-year anniversary. He enrolls his best friend Brody to be the third partner, unaware that he's got some kind of thing for Sidney. While she's at first a bit startled, Sidney accepts this ""gift"" and things go amazingly well...at first.The m&eacute;nage scenes are definitely well done but more importantly, the story that deals with the complexity of everyone's feelings and the aftermath is even better. Everyone's perspectives are offered and woven seamlessly for such a short story. I really enjoyed it and plan to read Brody's story next.",Short but it really works
63,1,"I thought this might be an interesting read but I couldn't get past page 3 for all the foul language. Next time the book description mentions that it contains ""foul Language"", I will be more selective in my choice of reading materials.",Not to my taste!
64,1,"I was not too happy with this one...I will not be continuing this series. So I can't in good faith say that I would recommend this read.The plot as well as the dialogue was simple. So simple that it's laughable. There was nothing enthralling to me about this story. The only good thing is that its really short. And thank God for that cos other wise I would not have finished it.It tries to come off as erotic but it doesn't even scratch the surface of sexy. And the course it takes to be able to open up future plots for this series is just ridiculous. I also get a feeling that Ms. Dohner took the male characters for this series and planted them into her New Species series and just expanded from there. While I would definitely recommend her New Species series, I can't recommend this book.",Not a good read for me...
65,4,"The first thing that stuck out for me in The Unmasking of Lady Loveless was the great characters. The author did a wonderful job in such a short piece of writing and I felt her talent really shone through for the genre.With an orginal storyline and interesting twists along the way, this historcial reeled me in and kept me enchanted right to the end.For those who rag on the length, you do realize this is a short? That's the whole point of The Undone Line. If you somehow feel ripped off, I suggest making yourself aware of that before buying.",A nice short
66,2,"Ok hmm.  I was excited about this book.I read it cover to cover so to speak .. in about 35 minutes.Bleh.Being the second book in the Jane Porter series, this picked up right where the first left off.Jane is a woman who was celibate for 2 years.  Apparently she is ""insatiable"" .. at least until Antonio awakened her desires.  In this book, their passionate D/s relationship has been enhanced by Santos, Antonio's best friend.  Yadda yadda ..It is one thing to write a series.  It is one thing to write a series of short novels.  It is a completely different thing to write a book that contains only a few scenes; most of which by the way, were your normal Joe Blow.  Seriously?I love this story.  I look forward to reading more.  The next book in this series, Reinventing Jane Porter is now on my kindle awaiting my attention.  I'm pretty bummed though.I like this author a lot, but if I can only look forward to 30 minute stories that cost $2-$4 .. I'm not sure it is worth it.I suppose I can recommend this MATURE book to adults only.  Strong sexual content.  Duh, right?  The length is very disappointing.  I'll let yall know about the third book.  If I write that review today .. I'll be totally bummed.",30 minutes of disappointment...
67,4,"the characters were good, and I like the way the main character the detective and how it was love at first sight and how he gave it his all to bring the criminal to justice",NICE QUICK READ
68,1,"Just finished reading this book on my Kindle....Sounded promising from the cover but lets face it, this is no Diana Gabaldon...Unfortunately, this is a dull dull book, poorly written, no back bone, full of grammar, puntuation, orthograph mistakes. Very difficult to follow any kind of timeline or conversation between caracters for that matter and it does not improve as you read along. This book is a first draft that has never been edited by anyone but was published anyway. It is a sad story and it is pityful. This is my first bad review and I am sorry for it but it is not worth the $0.97 I paid for it.",Oh Boy! what a nightmare!
69,5,OMG !!! If you love humans that love to have a good test thenyou should totally read this book!!! 5 stars all the way baby!!!!,Seducing Jane Porter
70,3,"At first, I was disappointed in the main female character. This is a ""my first love story"", this is what happen in our early life, and where is our meeting again going to take us.  The book was listed as Christian and because of the language I am giving it the three stars rating.",The Cover Inspired Me to Purchase the Book!
71,5,"Even though I recently just found Ms. Andre as a writer of erotica and erotic, I absolutely love her books.  This one was no exception.  I enjoyed the premise of three friends on a weekend in wine country, CA.  The description of the vineyards and town made me want to visit the area.  Each character has about 1/3 of the book devoted to her; each story within the book was very good and different.  I loved the first two characters in the first and second parts: Carrie and Rose . . . absolutely fell in love with the chef for more reasons than one, gee he cooks!  Rose's story was the most believable to me (though who really cares how believable it was).  Vanessa was my least favorite character, matter of fact; I really didn't care for her at all until the end, then I changed my mind about her.  However, FOR ME, Vanessa's weekend was by far, one of the most erotic stories I have ever read . . . the words, scenarios and feelings portrayed were beautiful; at one point, I had tears running down my cheeks because the writing was so poignant . . . wow!  It's a keeper that I'll read over-and-over when I want to be entertained and on a 3-day getaway.","When you can't get away for a mini vacation, read this book!"
72,1,Did not cut it. Maybe I don't like the way Mr. Hewson writesNot enough to peak my interest. Sorry.,Same as native rites.
73,1,"I love this genre, but just couldn't get into this book at all.  In fact, I ended up giving up & just skimming it before deleting it.  I got it free & I'm glad - I would have been irriated if I had actually paid for this.Boring & completely ignorable.  jmho...",uninteresting & blah blah blah
74,1,"In a sort of Romeo and Juliet spirit, Sydney (Juliet),  from a hunter family, falls in love with Jason (Romeo) a werewolf. She has dreamed of him over the years and meeting Jake in person, she falls in instant lust. They consume their relationship pretty quickly and he bites her, therefore starting her transformation into a full-fledged werewolf.Meanwhile, her father keeps trying to get her to hunt and kill werewolves.The hunters, who know full well the wolves they are trying to kill are human, are shown as uneducated rednecks, whose collective IQ is less than 100. The werewolves are not much better. Why they would want to run wild in the woods when they know they're in danger is never quite explained. One would think that they would have leaned to control their instinct in order to survive. Or at least do something to stop the hunt (politics, law-making and media relation anyone?)But there's worse. The relationship between Sidney and her father is unhealthy and made me cringe. She's an immature little girl looking for Daddy's attention and he does not listen nor takes her feelings seriously. Pathetic.I did not find anything funny about this story and recommend you skip it.",Not funny at all and pretty pathetic
75,3,"The story itself wasn't bad, but it was too short and the ending a bit of a disappointment. The author did a reasonable job with the wrap up but it just didn't fall together all too well. Not bad of a price tag for the content, though knocking an extra 50 cents off would have increased my rating. All in all not bad but too short.",great until the end
76,4,It was very nice but I was disappointed when I was at 50% and it was over...would have liked to have read more.,Very good
77,2,"not fair!  do we really have to read every little thing in the description to make sure one isn't being put ovr on us???  is it a short story just to introduce a real book??? is it a book that will come out by chapters?? etc....what ever happened to getting a book ment getting a whole book!! the samples are clearly marked and are nice but otherwise....seriously amazon! and if the author's have a say you need to speak up - people are not happy!! i gave it a two because it was well written, although i've read just as interesting short stories in high school/college. i wont buy his REAL books on principle!!",are u kidding me??
78,3,"I thought this would be a pleasantly spine-tingling read for the Halloween season.  It was a good book, no question about it, but it didn't have the feeling of suspense and/or thrill that I was expecting from the description.  There was plenty of build-up regarding the wood, but very little actual action within the borders of the wood.  The story of the 'haunted' wood was more a backdrop (and deus ex machina, I'm afraid) for the story of Izzy and her abusive ex-husband.  Most readers will enjoy the story so long as they aren't expecting something more in line with 'horror'.  The writing was done well, the characters were believeable, though not always likeable (I personally did not LIKE Izzy at all, though I could sympathize with her), and Kindle formatting was fine.  The writing was worth probably 4 stars, but I took one off due to the fact that this was promoted as more of a 'horror' or 'suspense' genre, which it really wasn't.",More of a novel than a scary story
79,4,"I thought this book started out fairly well.About half way through there came one plot element/device that pretty much occupied the rest of the story.That's okay, but not great.  It left me with the feeling that not too much happened.The world seemed a bit thin and there were few compelling allusions to anything greater and deeper churning within the as-yet-untold-story behind the story.I waffled a bit between a 3 & a 4 rating, but I did enjoy the read, so I opted for the 4.As other commenters mentioned, there's a lot of hiccups to the writing due to incorrect grammar and occasionally the narrative will shift very temporarily to first person and jolt the reader out of the story.There's also that horrible horrible war between 'effect' and 'affect' that is rampant within this book.  These words are commonly misused within the book, which obviously irritated other reviewers more than it did me, yet I was not completely immune.What bothered me more was the lack of characterization and rationale for the actions of certain characters.  Some characters seemed stupid-angry simply because it was the only way to advance the plot in the direction the author wanted.Obviously I liked the book in certain ways.  I liked the main character.  I liked the process in which he began making a place for himself in his world.  I liked the relationships he had with several of his peers (and I liked several of those peers).  I liked the general description of the world.  I even liked the beginning of the main conflict, and a bit of the middle of the main conflict (though it seemed to drag on at some points).The question is how much promise does this author and this series have?  Will I pay $2.99 for the second book in the series?Right now I'm leaning against it.But if my current stash of $0.99 fiction runs dry, it will be in the realm of possibility.",Not as much to go on as I hoped...
80,4,Not really what the title says.. He doesn't go out and just shoot people..  Well thought out and worth reading...,very good.
81,5,This book was well written and kept my attention from beginning to end. Revelation came alive and made me want to go to my heavenly home. What a great read!!!!,Inferno (New Perdition's Gate Omnibus Edition) by James Somers
82,3,"This is the story of Jek, who was like a sex god in The Empress' New Clothes. The title comes from what Jek tells Brynda when she reveals she has cancer and is given a short time to live. He tells her ""no fear"" as he explains how much more advanced his race is than Earth. Also this book is pretty short to be $8 but I love the series so its worth it.",I Love This Series! (Spoilers)
83,5,It continues to amaze me how Verne could write stories and novels with such brilliant forethought and logic for the future.,I really like the writer.
84,3,"Heat of the Moment is the first book in the Out of Uniform series by author Elle Kennedy.If you are looking for a full length novel, look elsewhere.  This novella is just that -- a short story.  It comes in  at 78 pages according to Amazon and I want to mention that it is even shorter than that since the last 10 percent maybe of the book is previews for other stories.This is a sexy and short M/F/M menage read.  The main couple is John Garrett and Shelby Harper with the third person involved is Carson Scott. After pining for each other for a year, Shelby finally invites John and Carson up to her place after closing time.  She had the cafe open during a heat wave for the service men and she over hears Carson and John talking about how vanilla Shelby probably is.  Shelby is convinced to show them how un-vanilla she is by acting out her fantasy of two men at one time.I really enjoyed this short story and the writer made it believable.  While Carson was more of a third wheel in the story, he was a pivotal player in getting these two together.  Even though it does feature instant love after one night together with a small glitch of insecurities, I could actually see these two people together for the long haul.While it was in no means a book that will be above others, I will say that this short story was a great start to being introduced to this author for the first time.  If this had been a full length novel, I am sure it would have rated higher in my opinion. New readers of this author will get a quick thrill with John and Shelby and will be wanting to follow it up with the next novella in the series.",Review from My Overstuffed Bookshelf
85,1,"Please note my overuse of adjectives in the title of this review.  This gives you a sense of the quality of the writing in this book although perhaps I should have used throbbing, steaming, pulsing and quivering to give a better illustration........the message is don't bother",totally completely awfully horrendously unfinishable
86,4,I love this series.  Lora Leigh is a fantastic author that really makes you feel for these characters.  I just get caught up on the errors.,Lora Leigh needs better proofreaders.
87,3,I enjoyed this book up until the ending.  I think the author could have been a little more descriptive when she brought this book to an end.,Good Read
88,2,"Well all I can say is that it was OK.  Not great, not awful.  I wish it had been better. However, it might do the trick for some short erotica.",So-So
89,2,"As I read this story I felt like a fan watching a crash at a NASCAR race. I kept trying to look away but I was drawn to see just how bad it could be. As 'Plan Nine From Outer Space' was to movies, this book is to Science Fiction.Stilted dialogue, complete ignorance of military aspects, one dimensional characters, abysmal grasp of science, a concept military vehicle that is so totally implausible that I laughed out loud, all blended together with a bizarre world view of how people behave. I kept thinking that the author was either brilliantly satirizing and mocking survivalist thinking or he was a horrifically bad writer. I still don't know.I gave the story two stars because the author made me determined to read book two of the series to find out.",Destined to be a classic
90,1,"I downloaded both this book and the Bootscootin' Box Set at the same time.  I barely made it through this book, though it was slightly better than the others in the series.  The rest of the series just gets more and more ridiculous as it goes along and I couldn't finish it.  I agree with the other reviewers who suggest a good editor.",Simply Blah
91,5,It was a great book and I was impressed.  A creative perspective on the way the other side thinks while still continuing a good story. A real page turner and I couldn't put it down.  Si bueno as Juan would say,One of the best z books I've read
92,5,"Stan Morris - did a great job with this book: good description of characters, plot was great I had to keep reading wanting to make sure the kids was progressing! I liked how Mike aka Chief took charge even though he was the youngest.",Surviving the Fog Review
93,1,"As you can see by all of the reviews and the low ranking of this title, readers do not like this marketing tactic for ebooks.Samples may work well in the grocery store, but they do not fare the same when it comes to ebooks. We have the option to download samples to our ereaders.Potential readers will glance at this ebook in a list of options, see the two or one star average and keep on going. In the back of their mind they will think - this author must stink. Instead, I suggest publishers offer the main title for free - even for a limited time to drum up interest.",Publishers - This is a Bad Idea
94,4,I liked this story a lot. It was a different kind of love story but I enjoyed the various twists and turns K.B. incorporated into it.,Good story...
95,5,Since I have read almost all of Francis Ray's book Brenda seems to be an excellent writer and I truly enjoyed reading this book.  I think she will be my next author.,Westmoreland Series
96,1,"First of s all, it is not formatted right for kindle. Then, it foes not have the action I want. I made it 73 percent through and felt I wasted my time.",Not for mr
97,3,"Review contains spoilersThe premise of the story sounded great. Two men who grew up together, one gay, the other straight have to marry/bond for their clans to strike a peace. You see the guys aren't just guys they are werewolves. So, we have two great cliches in one story: 1.) forced arranged marriage and 2.) paranormal/werewolves.However, while the story has some hot chemistry between the two leads, Hayden and Josh, the overall drama is told in flashbacks, which take away from the present day tale. Plus, Samhain nor the author don't warn for the out-of-the-blue rape that occurs to one of the heroes by some off-screen criminals (which did nothing to advance the plot), and seemed pointless. So I can only give the book 3 stars. The premise had promise, but did not come to full frution.",Werewolf drama
98,1,"This is probably material for a Woody Allen movie (I don't like his movies). David missed Woodstock, and messed everything up with the girl he had a super crush on, all because he was too cautious and scared. He grows up to a boring middle management type job, wife, kids etc but has never gotton over missing Woodstock.Now, 40 years later the crush girl, who has become famous, has waltzed or at least emailed her way into his life. He agonizes over every email he sends her, wanting the wording to be perfect. He plans to see her, and they will attend the Woodstock Reunion and everything will be right. Except that isn't what happens. Pretty much nothing happens.There are other free books out there that are worthy of more stars. I suggest you find one of those.",The book of angst
99,3,Great for a middle of the day read. Stumbled across this and actually liked it. Interesting and held my interest. This makes for a great book for someone who likes to read but can't her into a book right then.,simple
100,5,I absolutely LOVE THIS BOOK. I turn on the read to me feature and listen to these stories every night. I am so familiar with the stories in this book that I know them by heart. This book gets all stars in my opinion.,My fairy story book
101,2,"What a basically ""blah"" story. Neither of the characters are especially interesting, the violence isn't at all effective (and of questionable reality in certain areas), there's no motivation for what's going on and basically just not much here to like.This story perpetuates one of the great myths of serial killers; that they love doing what they do and will snicker about how gloriously EVIL they are while doing it. We have two serial killers who like doing their thing through the medium of hitchhiking; one as a driver and the other as a passenger. When they meet up, it's like ""Frankenstein vs the Wolfman"", only even less interesting. I also find it vaguely amusing that the violence is quite graphic, but the sexual content is glossed over quickly, as per the usual for American audiences.There's some real potential here as a plot idea, but the execution, as it were, is terrible. I have no interest in reading anything by either of these authors and if I'd not downloaded the story for free, I'd feel quite ripped off.","Reads like bad internet fiction... oh, wait..."
102,2,Storyline could have been better and it was slow. It took to long to get to the threesome. As long as it it VERY cheap it is somewhat worth it.,could have been better
103,2,I was not interested in the recommended books. Most seem to be female oriented.I also noticed a lot of female authors.,I was not interested in the recommend books
104,4,"I really liked the MC narrator James.  He was a man who had made mistakes - and continued to make them - but was fairly self aware.  I have loved Dickens since high school, so the story about the &#34;missing&#34; Christmas story was fascinating and Josh Lanyon did a wonderful job of weaving portions/excerpts from that (fictitious) book into his own.  I never realized what a market there is for rare books.  As usual, Lanyon's writing is flawless.  I always enjoy his style.  James' neighbor was an endearing (although sometimes annoying character) and watching James take to her, despite himself, was a sweet touch.  And the glow-in-the-dark, flavored condoms were awesome.  I do wish the story hadn't ended so abruptly; I did not have enough interaction between James and Sedgewick to fully believe in their love/HEA.",Another good holiday story from Josh Lanyon
105,2,"There were a lot of interesting characters, in fact maybe too many. The ancillary characters were given a little too much significance, causing the need to bring too many pieces into the final closure. Just as a movie wouldn't seem real without the ""extras"", neither would a good book. However, when a clerk in a convenience  store says,""May I help you?"" in a movie, the director doesn't bring the clerks history into the movie. Ms Outroggeg gives far too much background on each person introduced and it leaves you rather confused at times. It also calls for some unbelievable endings to the assorted storylines. the main story was really good, but all the clutter sort of ruined the book for me.",It's An OK Story...but...
106,1,"I got this book and the second one(The werewolf whisper) as a pair...if I had not, I would not have read the second one.  The story is choppy and the second book made me laugh as it was not built up to be believible...but for $3.99 for the both, what did I really expect.  There is a third book, but I don't care how this story ends...",O.K....kinda
107,2,"I bought this after I  read the Fey ( which I ENJOYED) . At first I found the characters interesting and it held my interest.I really thought I was going to enjoy the story.  I was mildly surprised to see the cast of  the Fey in this series.  Maybe I should have guesses by the title that it was going to leave me hanging.That's why the low rating.  If you don't mind waiting for the sequel, then it's an OK read.",Disappointed
108,4,"In this, slice of real hell and torture that has become my reality, sometimes a good book is the only way to escape Hades and the very real demons set on either killing me or driving me insane. Thanks Gena for providing an outlet for me to hide for a few when I just want time to myself.",Great as usual
109,2,Stories are not very interesting which makes for dull reading.  I read the whole book hoping it would get better.  It did not.,slow reading
110,4,"I cant believe these books keep me up all night and then I wonder why I have nightmares. I love it though, I have to say...it gives me a real vintage King feeling and I love it. Have to say, Endurance was great though!",Look forward to each new one!
111,4,Very hot sex. Well written. Too short. Kept my interest. Wish the emerald legends were true. Interesting reading. Lots of sand at the beach though.,Emerald green
112,3,"If I could give this story 3 1/2 stars instead of 3, I would have. This is basically a love story about a physically & mentally damaged guy who has pretty much stayed in the shadows due to his deformity. That doesn't stop him from getting what he wants - whether success in the financial world or his share of women. His main thing is not letting anyone close to him.Well...along comes Katie who has become an object of his desire and lust due to a self-portrait of her that he purchased from the coffee shop she works in. Of course she becomes his current challenge to get her into bed. However, he hasn't ever encountered someone like Katie - she meets him head on in his sexual whims and desires but she is also a pure loving soul who sees past his deformity. She's not out to get anything from him except his love. In the first half of the story, I was a little taken aback by how easily Katie fell into his sexual wishes so soon and sudden. Cain came across a bit like a stalker, lurking in the night - but it was understood that he preferred the darkness of the night so he could hide his deformity. He also came across as hot and cold and it was puzzling to Katie.Of course since he doesn't believe he is deserving of her love, he initially pushes her away with cruel and cold words. But credit has to be given to Katie - she didn't slink away or let his mean words push her away..initially. I kept thinking that if someone said those means things to me, I would have been gone in a flash. But because she didn't let his words push her away, he started to see the relationship in a different light. But of course his demons kept coming out and eventually it did accomplish in pushing her away.The second half of the story was simply a realization. It takes a true love to take you out of the darkness and into the light...but only if you can see it in yourself that you are worthy of being loved. Love isn't easy - when you find that love you have to hold on. And that's what Cain comes to realize in the end. The book started off with light BDSM and turned into a deeper story of love.",Beauty and the Beast love story
113,4,"I read this one first, when it is actually #2 in the series.  I loved it!  Rachel Myers is a character that I really like.  She took her time to decide that she wasn't ready to commit to marriage to her beau in Arizona and decided to give up a good job that she'd held for 16 years and move back to where her roots are in the Blue Ridge Mountains of North Carolina.  I also chose this book because I've been all through the Blue Ridge Parkway many times and it brought back nice memories of such beauty.Once Rachel gets about halfway settled in, her friend Isaac comes over to ask a favor of her.  A friend of his died by falling over a cliff to his death below, but police have ruled it either suicide or an accident, but Isaac knows in his heart it was neither.  He wants Rachel to do her own little investigation of this incident.  In between getting her house ready, her gardens done with the help of a landscaper, buying a new car, and meetings for her work, she manages to interview a lot of people who could be connected to Isaac's friend's death.  Some of them certainly have good motives, or at least it seems that way.One of the things I loved best about this book is the gardening and the discussions of the different kinds of flowers and plants that Rachel has.  I could just smell the lemon verbena (which is so hard to control!) and was amazed at the different kinds of hosta. Rachel is someone I could easily be friends with, and she would make a great conversationalist and just an all around fun friend.  There is humor in the book, tension, suspense and romance.  Her new suitor hopefully works out, as well as her new job.I intend to download as many as I can of these mysteries.  With cozy mysteries like this one, there is always something new to learn.  Cozy and mystery fans in general, go for it!",Blue Ridge Parkway Plunge is great!
114,2,"I couldn't finish this book. The main character was a poor, uneducated boy, who kept harping on an on about his 'hydrophobia' which-- in case you, like the author didn't know-- is actually the name for rabies. That and some other pretty serious issues with anachronistic words and behaviors made this book unreadable for me.",Hydrophobia? Rabies?
115,3,"I'm not sure where to go with this. The kindle formatting on this book is not good.  There are random carriage returns mid-sentence, no spaces between paragraphs or even chapters. And it's one of the most poetically well written novels I've read in some time.The writing is fairly stark and unadorned.  It gives the overall story a very gritty and dark feel that keeps it moving.  Even some of the random carriage returns help in this overall feel by giving it a poetic character that contrasts the grit and adds a little flavor.I would have given this 5-stars.  But, while some of the formatting flaws add to the story, there are just too many.  At the beginning they added to the story but after awhile I had to stop reading because they would more often disturb me than anything.",Flawed but Beautifully Written
116,5,"A strange world full of strange creatures, knights, and beautiful maidens.  The magical aspect of healing was a nice touch.",Great tale of dragons
117,4,"I got one book, for free from my libary (# 3) so at that time I did not even realize these were a series.  But I really enjoyed that one so I went back to start at the beginning with this book.  I don't think you have to read them in order, there is enough information that I did not feel lost reading them out of order.  I really liked the story of this first book, the characters were very endearing in my opinion. I hope this helps someone else enjoy a good series.",Out of order
118,2,There wasn't enough to this story at all. I couldn't really connect with the main character at all enough to care if she ended up happy or miserable. For a while I kind of wanted the guys to drop her all together and have the story just be about the two of them.,WEAK!
119,1,The temporal vortex is an interesting idea but the story quickly becomes a farce of six or seven different groups running around an island killing each other.,Interesting idea - descends into blood and guts
120,4,I read this book twice to make sure I was as happy with it as I thought.  I knew is was a short book when I bought it  and actually felt bad when I finsihed it.  The story line was great and the charcters were well thought out.  I did however wish is was longer so there was less of a rush to get the book finished.,Great
121,5,"H.G. Wells is one of my favorite writers.  If you want some good reading this is an awesome collection.  Many of his most famous writings are in this collection. You won't be disappointed, I know I wasn't.",25 book collection
122,3,"My Soul to Lose is vivid and scary--definitely makes you want to stay out of the psychiatric hospital. But I thought it got a little confusing at the end--the scary payoff was a little muddled--and since I didn't immediately download the first book in the Soul Screamers series that this is a prequel to, I suppose that means it didn't do its job. But I haven't definitely decided against reading on in this series. On the plus side, there were no technical issues with this digital download that I noticed.",Along for the ride
123,4,"The book had 1764 locations on my kindle. The book was about a 26 year old woman, named Alicia and a 30 something year old man, named Adam. Alicia was very responsible and had been financially taking care of her mother and sister for several years.She was strong in some ways, but emotionally weak. Adam was very wealthy, handsome, jealous, ruthless and determined man. He also had trust issues, due to his past. He took, whatever, whomever he wanted and he wanted Alicia. She was accused of stealing money from his company and he blackmailed her into becoming his mistress.  The book contained very tame sex scenes, in my opinion, but overall this was a 4 four me. BUYER BEWARE, if you do not like a take charge, overbearing male. who makes every decision for the heroine, this is not the book for you.","Sandra's View""I liked it"""
124,5,"I read this accounting in about 20 minutes.  It's a brief, concise accounting of the surgeon who attended President Lincoln during his final hours before succumbing to the mortal gunshot wound to the head.  I enjoyed how the surgeon set the stage a few moments before President Lincoln was shot, the 9.5 hours that he lived after being shot, and the events that happened up to the point of the funeral.  I felt the the surrealness, panic, excitement, and sadness that Dr. Leale felt.  This of course is a story from the surgeon's point of view.",great historical pov from the attending dr
125,5,We love old stories like this & enjoy the read. It's a great read for me since school & kids definitely enjoy this.,A really good ole story!
126,4,This was a great read. I am really glad I downloaded it. I didn't want to put it down. I would recommend reading the mysterious island.,Great read
